id	name
GO:1900070	negative regulation of cellular hyperosmotic salinity response
GO:0015770	sucrose transport
GO:1901657	glycosyl compound metabolic process
GO:0009097	isoleucine biosynthetic process
GO:0009098	leucine biosynthetic process
GO:0009099	valine biosynthetic process
GO:0071489	cellular response to red or far red light
GO:0018342	protein prenylation
GO:0055071	manganese ion homeostasis
GO:0009404	toxin metabolic process
GO:0010188	response to microbial phytotoxin
GO:0010310	regulation of hydrogen peroxide metabolic process
GO:0006893	Golgi to plasma membrane transport
GO:0060321	acceptance of pollen
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0045934	negative regulation of nucleobase-containing compound metabolic process
GO:0006896	Golgi to vacuole transport
GO:0006760	folic acid-containing compound metabolic process
GO:0006749	glutathione metabolic process
GO:0060416	response to growth hormone
GO:0000973	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0006405	RNA export from nucleus
GO:0006406	mRNA export from nucleus
GO:1902446	regulation of shade avoidance
GO:0009903	chloroplast avoidance movement
GO:0032000	positive regulation of fatty acid beta-oxidation
GO:0010026	trichome differentiation
GO:0048766	root hair initiation
GO:1904812	rRNA acetylation involved in maturation of SSU-rRNA
GO:0016226	iron-sulfur cluster assembly
GO:0009831	plant-type cell wall modification involved in multidimensional cell growth
GO:0010411	xyloglucan metabolic process
GO:0009787	regulation of abscisic acid-activated signaling pathway
GO:0070536	protein K63-linked deubiquitination
GO:0071108	protein K48-linked deubiquitination
GO:0009956	radial pattern formation
GO:0006085	acetyl-CoA biosynthetic process
GO:0043481	anthocyanin accumulation in tissues in response to UV light
GO:0045793	positive regulation of cell size
GO:0045995	regulation of embryonic development
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process
GO:0007129	homologous chromosome pairing at meiosis
GO:0005983	starch catabolic process
GO:0009610	response to symbiotic fungus
GO:1902600	proton transmembrane transport
GO:0016120	carotene biosynthetic process
GO:0009749	response to glucose
GO:0034286	response to maltose
GO:0045948	positive regulation of translational initiation
GO:0033617	mitochondrial cytochrome c oxidase assembly
GO:1900865	chloroplast RNA modification
GO:0006268	DNA unwinding involved in DNA replication
GO:0006310	DNA recombination
GO:0032508	DNA duplex unwinding
GO:0006810	transport
GO:0009894	regulation of catabolic process
GO:0009863	salicylic acid mediated signaling pathway
GO:0000070	mitotic sister chromatid segregation
GO:0010789	meiotic sister chromatid cohesion involved in meiosis I
GO:0045132	meiotic chromosome segregation
GO:0045144	meiotic sister chromatid segregation
GO:0060623	regulation of chromosome condensation
GO:0071922	regulation of cohesin loading
GO:0090306	meiotic spindle assembly
GO:1990571	meiotic centromere clustering
GO:0000902	cell morphogenesis
GO:0010059	positive regulation of atrichoblast fate specification
GO:0010063	positive regulation of trichoblast fate specification
GO:0010071	root meristem specification
GO:0042127	regulation of cell population proliferation
GO:0048481	plant ovule development
GO:0051013	microtubule severing
GO:0051510	regulation of unidimensional cell growth
GO:0006308	DNA catabolic process
GO:0080187	floral organ senescence
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0010286	heat acclimation
GO:0048544	recognition of pollen
GO:0031348	negative regulation of defense response
GO:0048878	chemical homeostasis
GO:1903259	exon-exon junction complex disassembly
GO:0016554	cytidine to uridine editing
GO:0006820	anion transport
GO:0006360	transcription by RNA polymerase I
GO:0042797	tRNA transcription by RNA polymerase III
GO:0010604	positive regulation of macromolecule metabolic process
GO:1904276	regulation of wax biosynthetic process
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
GO:0015979	photosynthesis
GO:0035513	oxidative RNA demethylation
GO:0035552	oxidative single-stranded DNA demethylation
GO:0019464	glycine decarboxylation via glycine cleavage system
GO:0006434	seryl-tRNA aminoacylation
GO:0043039	tRNA aminoacylation
GO:0070158	mitochondrial seryl-tRNA aminoacylation
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0006506	GPI anchor biosynthetic process
GO:0048280	vesicle fusion with Golgi apparatus
GO:0070973	protein localization to endoplasmic reticulum exit site
GO:0140426	PAMP-triggered immunity signalling pathway
GO:0000904	cell morphogenesis involved in differentiation
GO:1902000	homogentisate catabolic process
GO:0006857	oligopeptide transport
GO:0010540	basipetal auxin transport
GO:0019761	glucosinolate biosynthetic process
GO:0046620	regulation of organ growth
GO:0046885	regulation of hormone biosynthetic process
GO:0009904	chloroplast accumulation movement
GO:0009052	pentose-phosphate shunt, non-oxidative branch
GO:0000967	rRNA 5'-end processing
GO:1901348	positive regulation of secondary cell wall biogenesis
GO:0051131	chaperone-mediated protein complex assembly
GO:0010942	positive regulation of cell death
GO:0090615	mitochondrial mRNA processing
GO:0015937	coenzyme A biosynthetic process
GO:0000719	photoreactive repair
GO:0006294	nucleotide-excision repair, preincision complex assembly
GO:0032886	regulation of microtubule-based process
GO:0007032	endosome organization
GO:0048284	organelle fusion
GO:0006873	cellular ion homeostasis
GO:0009270	response to humidity
GO:0050891	multicellular organismal water homeostasis
GO:0090332	stomatal closure
GO:0016051	carbohydrate biosynthetic process
GO:0048869	cellular developmental process
GO:0061640	cytoskeleton-dependent cytokinesis
GO:0006878	cellular copper ion homeostasis
GO:0050776	regulation of immune response
GO:0009664	plant-type cell wall organization
GO:0009828	plant-type cell wall loosening
GO:0010371	regulation of gibberellin biosynthetic process
GO:0050826	response to freezing
GO:0000966	RNA 5'-end processing
GO:0008654	phospholipid biosynthetic process
GO:0019375	galactolipid biosynthetic process
GO:0019432	triglyceride biosynthetic process
GO:0030258	lipid modification
GO:0045017	glycerolipid biosynthetic process
GO:0090617	mitochondrial mRNA 5'-end processing
GO:0009663	plasmodesma organization
GO:0033358	UDP-L-arabinose biosynthetic process
GO:0045227	capsule polysaccharide biosynthetic process
GO:0046369	galactose biosynthetic process
GO:0000712	resolution of meiotic recombination intermediates
GO:0007059	chromosome segregation
GO:0007140	male meiotic nuclear division
GO:0010845	positive regulation of reciprocal meiotic recombination
GO:0034337	RNA folding
GO:0010152	pollen maturation
GO:0048443	stamen development
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
GO:0010444	guard mother cell differentiation
GO:0006006	glucose metabolic process
GO:0019253	reductive pentose-phosphate cycle
GO:0002184	cytoplasmic translational termination
GO:0006415	translational termination
GO:0055046	microgametogenesis
GO:0006044	N-acetylglucosamine metabolic process
GO:0000387	spliceosomal snRNP assembly
GO:0006446	regulation of translational initiation
GO:0006449	regulation of translational termination
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0000055	ribosomal large subunit export from nucleus
GO:0034314	Arp2/3 complex-mediated actin nucleation
GO:0098789	pre-mRNA cleavage required for polyadenylation
GO:0110104	mRNA alternative polyadenylation
GO:0045332	phospholipid translocation
GO:1901703	protein localization involved in auxin polar transport
GO:0006997	nucleus organization
GO:0097298	regulation of nucleus size
GO:0044403	biological process involved in symbiotic interaction
GO:0009741	response to brassinosteroid
GO:0009910	negative regulation of flower development
GO:0031365	N-terminal protein amino acid modification
GO:0009695	jasmonic acid biosynthetic process
GO:0016036	cellular response to phosphate starvation
GO:0032107	regulation of response to nutrient levels
GO:1901699	cellular response to nitrogen compound
GO:0071985	multivesicular body sorting pathway
GO:0042325	regulation of phosphorylation
GO:0000709	meiotic joint molecule formation
GO:0010774	meiotic strand invasion involved in reciprocal meiotic recombination
GO:0010646	regulation of cell communication
GO:0048440	carpel development
GO:0051923	sulfation
GO:0006094	gluconeogenesis
GO:0009700	indole phytoalexin biosynthetic process
GO:0006646	phosphatidylethanolamine biosynthetic process
GO:0046513	ceramide biosynthetic process
GO:1990110	callus formation
GO:0008284	positive regulation of cell population proliferation
GO:0009786	regulation of asymmetric cell division
GO:2000023	regulation of lateral root development
GO:0010046	response to mycotoxin
GO:0012501	programmed cell death
GO:0009051	pentose-phosphate shunt, oxidative branch
GO:0010338	leaf formation
GO:0035265	organ growth
GO:0040009	regulation of growth rate
GO:0046622	positive regulation of organ growth
GO:0002098	tRNA wobble uridine modification
GO:0009933	meristem structural organization
GO:0010449	root meristem growth
GO:0080178	5-carbamoylmethyl uridine residue modification
GO:0045040	protein insertion into mitochondrial outer membrane
GO:0010115	regulation of abscisic acid biosynthetic process
GO:0019439	aromatic compound catabolic process
GO:0051173	positive regulation of nitrogen compound metabolic process
GO:0090567	reproductive shoot system development
GO:1901361	organic cyclic compound catabolic process
GO:0045901	positive regulation of translational elongation
GO:0045905	positive regulation of translational termination
GO:0001736	establishment of planar polarity
GO:0007155	cell adhesion
GO:0009942	longitudinal axis specification
GO:0048209	regulation of vesicle targeting, to, from or within Golgi
GO:0048765	root hair cell differentiation
GO:0009856	pollination
GO:0032940	secretion by cell
GO:0048193	Golgi vesicle transport
GO:0018023	peptidyl-lysine trimethylation
GO:0009969	xyloglucan biosynthetic process
GO:0009852	auxin catabolic process
GO:0006839	mitochondrial transport
GO:0007043	cell-cell junction assembly
GO:0006401	RNA catabolic process
GO:0009134	nucleoside diphosphate catabolic process
GO:0071586	CAAX-box protein processing
GO:0046520	sphingoid biosynthetic process
GO:0000027	ribosomal large subunit assembly
GO:0032502	developmental process
GO:0008299	isoprenoid biosynthetic process
GO:0009629	response to gravity
GO:0009926	auxin polar transport
GO:0010052	guard cell differentiation
GO:0010235	guard mother cell cytokinesis
GO:0010376	stomatal complex formation
GO:0061087	positive regulation of histone H3-K27 methylation
GO:0090436	leaf pavement cell development
GO:1901002	positive regulation of response to salt stress
GO:1901333	positive regulation of lateral root development
GO:1902584	positive regulation of response to water deprivation
GO:1902806	regulation of cell cycle G1/S phase transition
GO:2000037	regulation of stomatal complex patterning
GO:0072334	UDP-galactose transmembrane transport
GO:0016574	histone ubiquitination
GO:0033523	histone H2B ubiquitination
GO:0032211	negative regulation of telomere maintenance via telomerase
GO:0022900	electron transport chain
GO:0032981	mitochondrial respiratory chain complex I assembly
GO:0006949	syncytium formation
GO:0019310	inositol catabolic process
GO:1990559	mitochondrial coenzyme A transmembrane transport
GO:0006438	valyl-tRNA aminoacylation
GO:0010351	lithium ion transport
GO:0010352	lithium ion export across the plasma membrane
GO:0051453	regulation of intracellular pH
GO:0098719	sodium ion import across plasma membrane
GO:0080157	regulation of plant-type cell wall organization or biogenesis
GO:0006091	generation of precursor metabolites and energy
GO:0080086	stamen filament development
GO:0090421	embryonic meristem initiation
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0044772	mitotic cell cycle phase transition
GO:0060148	positive regulation of post-transcriptional gene silencing
GO:0008652	cellular amino acid biosynthetic process
GO:0009088	threonine biosynthetic process
GO:0009089	lysine biosynthetic process via diaminopimelate
GO:0007010	cytoskeleton organization
GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0036228	protein localization to nuclear inner membrane
GO:0006808	regulation of nitrogen utilization
GO:0009739	response to gibberellin
GO:0009938	negative regulation of gibberellic acid mediated signaling pathway
GO:0010336	gibberellic acid homeostasis
GO:0033206	meiotic cytokinesis
GO:1903508	positive regulation of nucleic acid-templated transcription
GO:2000033	regulation of seed dormancy process
GO:0043157	response to cation stress
GO:0043268	positive regulation of potassium ion transport
GO:2000032	regulation of secondary shoot formation
GO:0006644	phospholipid metabolic process
GO:0047484	regulation of response to osmotic stress
GO:0006659	phosphatidylserine biosynthetic process
GO:0036257	multivesicular body organization
GO:0099638	endosome to plasma membrane protein transport
GO:0005976	polysaccharide metabolic process
GO:0043455	regulation of secondary metabolic process
GO:0010162	seed dormancy process
GO:0006306	DNA methylation
GO:0017004	cytochrome complex assembly
GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
GO:0003006	developmental process involved in reproduction
GO:0009943	adaxial/abaxial axis specification
GO:0010166	wax metabolic process
GO:0006891	intra-Golgi vesicle-mediated transport
GO:0010045	response to nickel cation
GO:2000022	regulation of jasmonic acid mediated signaling pathway
GO:0018206	peptidyl-methionine modification
GO:0043686	co-translational protein modification
GO:0006807	nitrogen compound metabolic process
GO:0001558	regulation of cell growth
GO:0048588	developmental cell growth
GO:0035445	borate transmembrane transport
GO:0046713	borate transport
GO:0050801	ion homeostasis
GO:0080029	cellular response to boron-containing substance levels
GO:0010496	intercellular transport
GO:0015692	lead ion transport
GO:0046865	terpenoid transport
GO:0080168	abscisic acid transport
GO:0098657	import into cell
GO:0098739	import across plasma membrane
GO:0010389	regulation of G2/M transition of mitotic cell cycle
GO:0042023	DNA endoreduplication
GO:0044839	cell cycle G2/M phase transition
GO:2000123	positive regulation of stomatal complex development
GO:0051315	attachment of mitotic spindle microtubules to kinetochore
GO:0051382	kinetochore assembly
GO:0051455	monopolar spindle attachment to meiosis I kinetochore
GO:0080037	negative regulation of cytokinin-activated signaling pathway
GO:2000762	regulation of phenylpropanoid metabolic process
GO:0010248	establishment or maintenance of transmembrane electrochemical gradient
GO:0052546	cell wall pectin metabolic process
GO:0015986	proton motive force-driven ATP synthesis
GO:0006570	tyrosine metabolic process
GO:0006571	tyrosine biosynthetic process
GO:0019632	shikimate metabolic process
GO:0010072	primary shoot apical meristem specification
GO:0045723	positive regulation of fatty acid biosynthetic process
GO:0048571	long-day photoperiodism
GO:0010196	nonphotochemical quenching
GO:0051443	positive regulation of ubiquitin-protein transferase activity
GO:0010569	regulation of double-strand break repair via homologous recombination
GO:0007064	mitotic sister chromatid cohesion
GO:0035825	homologous recombination
GO:0006875	cellular metal ion homeostasis
GO:0030001	metal ion transport
GO:0070574	cadmium ion transmembrane transport
GO:0090551	response to manganese starvation
GO:0009773	photosynthetic electron transport in photosystem I
GO:0015693	magnesium ion transport
GO:1903830	magnesium ion transmembrane transport
GO:0040008	regulation of growth
GO:1901959	positive regulation of cutin biosynthetic process
GO:0007166	cell surface receptor signaling pathway
GO:0080144	amino acid homeostasis
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0019222	regulation of metabolic process
GO:0010306	rhamnogalacturonan II biosynthetic process
GO:0046364	monosaccharide biosynthetic process
GO:0048868	pollen tube development
GO:0006183	GTP biosynthetic process
GO:0010225	response to UV-C
GO:0010421	hydrogen peroxide-mediated programmed cell death
GO:0019346	transsulfuration
GO:0009958	positive gravitropism
GO:0060918	auxin transport
GO:0009688	abscisic acid biosynthetic process
GO:0018315	molybdenum incorporation into molybdenum-molybdopterin complex
GO:0010483	pollen tube reception
GO:0000381	regulation of alternative mRNA splicing, via spliceosome
GO:0006120	mitochondrial electron transport, NADH to ubiquinone
GO:0009060	aerobic respiration
GO:0006473	protein acetylation
GO:0006413	translational initiation
GO:0046034	ATP metabolic process
GO:2001007	negative regulation of cellulose biosynthetic process
GO:0006301	postreplication repair
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process
GO:0060627	regulation of vesicle-mediated transport
GO:0060359	response to ammonium ion
GO:0090548	response to nitrate starvation
GO:1902025	nitrate import
GO:0006303	double-strand break repair via nonhomologous end joining
GO:0071480	cellular response to gamma radiation
GO:0071481	cellular response to X-ray
GO:0016131	brassinosteroid metabolic process
GO:0000390	spliceosomal complex disassembly
GO:0009850	auxin metabolic process
GO:0080113	regulation of seed growth
GO:0009116	nucleoside metabolic process
GO:0019303	D-ribose catabolic process
GO:0046256	2,4,6-trinitrotoluene catabolic process
GO:0009635	response to herbicide
GO:0036066	protein O-linked fucosylation
GO:0019481	L-alanine catabolic process, by transamination
GO:0030307	positive regulation of cell growth
GO:0010257	NADH dehydrogenase complex assembly
GO:0006165	nucleoside diphosphate phosphorylation
GO:0006228	UTP biosynthetic process
GO:0006241	CTP biosynthetic process
GO:0009901	anther dehiscence
GO:0031408	oxylipin biosynthetic process
GO:0034440	lipid oxidation
GO:0021700	developmental maturation
GO:0010104	regulation of ethylene-activated signaling pathway
GO:0042791	5S class rRNA transcription by RNA polymerase III
GO:0009649	entrainment of circadian clock
GO:0042753	positive regulation of circadian rhythm
GO:0007105	cytokinesis, site selection
GO:0030150	protein import into mitochondrial matrix
GO:0071806	protein transmembrane transport
GO:0060548	negative regulation of cell death
GO:0080060	integument development
GO:0009791	post-embryonic development
GO:0048467	gynoecium development
GO:0051645	Golgi localization
GO:0051646	mitochondrion localization
GO:0060151	peroxisome localization
GO:0045088	regulation of innate immune response
GO:0031325	positive regulation of cellular metabolic process
GO:0006383	transcription by RNA polymerase III
GO:0009303	rRNA transcription
GO:0051262	protein tetramerization
GO:0000578	embryonic axis specification
GO:0006564	L-serine biosynthetic process
GO:0016441	post-transcriptional gene silencing
GO:0031123	RNA 3'-end processing
GO:0031124	mRNA 3'-end processing
GO:0042868	antisense RNA metabolic process
GO:0048831	regulation of shoot system development
GO:0046148	pigment biosynthetic process
GO:0010222	stem vascular tissue pattern formation
GO:0015908	fatty acid transport
GO:0080051	cutin transport
GO:0010466	negative regulation of peptidase activity
GO:0042351	'de novo' GDP-L-fucose biosynthetic process
GO:1901347	negative regulation of secondary cell wall biogenesis
GO:0006435	threonyl-tRNA aminoacylation
GO:0006378	mRNA polyadenylation
GO:0043631	RNA polyadenylation
GO:0045824	negative regulation of innate immune response
GO:0048451	petal formation
GO:0001934	positive regulation of protein phosphorylation
GO:0006417	regulation of translation
GO:0009967	positive regulation of signal transduction
GO:0010476	gibberellin mediated signaling pathway
GO:0072344	rescue of stalled ribosome
GO:0000301	retrograde transport, vesicle recycling within Golgi
GO:0043968	histone H2A acetylation
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway
GO:0009875	pollen-pistil interaction
GO:0009558	embryo sac cellularization
GO:0042180	cellular ketone metabolic process
GO:0018171	peptidyl-cysteine oxidation
GO:0070483	detection of hypoxia
GO:0009682	induced systemic resistance
GO:0009759	indole glucosinolate biosynthetic process
GO:0052544	defense response by callose deposition in cell wall
GO:0010192	mucilage biosynthetic process
GO:0010246	rhamnogalacturonan I biosynthetic process
GO:0010442	guard cell morphogenesis
GO:0048358	mucilage pectin biosynthetic process
GO:0051513	regulation of monopolar cell growth
GO:0000096	sulfur amino acid metabolic process
GO:0006563	L-serine metabolic process
GO:0032043	mitochondrial DNA catabolic process
GO:0140547	acquisition of seed longevity
GO:0046521	sphingoid catabolic process
GO:0080092	regulation of pollen tube growth
GO:0002084	protein depalmitoylation
GO:0048509	regulation of meristem development
GO:0042372	phylloquinone biosynthetic process
GO:0090408	phloem nitrate loading
GO:0006879	cellular iron ion homeostasis
GO:0010106	cellular response to iron ion starvation
GO:0033212	iron import into cell
GO:0034756	regulation of iron ion transport
GO:0098711	iron ion import across plasma membrane
GO:0006720	isoprenoid metabolic process
GO:0031848	protection from non-homologous end joining at telomere
GO:0036297	interstrand cross-link repair
GO:1902975	mitotic DNA replication initiation
GO:0006282	regulation of DNA repair
GO:0060966	regulation of gene silencing by RNA
GO:0006744	ubiquinone biosynthetic process
GO:1900067	regulation of cellular response to alkaline pH
GO:0071368	cellular response to cytokinin stimulus
GO:1905582	response to mannose
GO:0051707	response to other organism
GO:0062034	L-pipecolic acid biosynthetic process
GO:0046621	negative regulation of organ growth
GO:0048482	plant ovule morphogenesis
GO:0010417	glucuronoxylan biosynthetic process
GO:0032504	multicellular organism reproduction
GO:0052386	cell wall thickening
GO:0071712	ER-associated misfolded protein catabolic process
GO:0071367	cellular response to brassinosteroid stimulus
GO:1904961	quiescent center organization
GO:0006307	DNA dealkylation involved in DNA repair
GO:0000741	karyogamy
GO:0010197	polar nucleus fusion
GO:0010731	protein glutathionylation
GO:0019852	L-ascorbic acid metabolic process
GO:0033355	ascorbate glutathione cycle
GO:0043903	regulation of biological process involved in symbiotic interaction
GO:0080151	positive regulation of salicylic acid mediated signaling pathway
GO:0098869	cellular oxidant detoxification
GO:0070207	protein homotrimerization
GO:0009694	jasmonic acid metabolic process
GO:0015996	chlorophyll catabolic process
GO:0120194	regulation of anther dehiscence
GO:1903123	regulation of thioredoxin peroxidase activity
GO:2000295	regulation of hydrogen peroxide catabolic process
GO:0006283	transcription-coupled nucleotide-excision repair
GO:0010184	cytokinin transport
GO:0006869	lipid transport
GO:0015914	phospholipid transport
GO:0046785	microtubule polymerization
GO:0034260	negative regulation of GTPase activity
GO:0098609	cell-cell adhesion
GO:0000103	sulfate assimilation
GO:0009970	cellular response to sulfate starvation
GO:0070814	hydrogen sulfide biosynthetic process
GO:0006621	protein retention in ER lumen
GO:0018205	peptidyl-lysine modification
GO:0007163	establishment or maintenance of cell polarity
GO:0007264	small GTPase mediated signal transduction
GO:0030865	cortical cytoskeleton organization
GO:0032956	regulation of actin cytoskeleton organization
GO:0036258	multivesicular body assembly
GO:0070676	intralumenal vesicle formation
GO:2000122	negative regulation of stomatal complex development
GO:0007035	vacuolar acidification
GO:0030835	negative regulation of actin filament depolymerization
GO:0051693	actin filament capping
GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain
GO:0032876	negative regulation of DNA endoreduplication
GO:0031119	tRNA pseudouridine synthesis
GO:0019348	dolichol metabolic process
GO:0035269	protein O-linked mannosylation
GO:0035606	peptidyl-cysteine S-trans-nitrosylation
GO:0016570	histone modification
GO:1905613	regulation of developmental vegetative growth
GO:0016197	endosomal transport
GO:0010271	regulation of chlorophyll catabolic process
GO:0010380	regulation of chlorophyll biosynthetic process
GO:0090359	negative regulation of abscisic acid biosynthetic process
GO:0044070	regulation of anion transport
GO:0010966	regulation of phosphate transport
GO:0010020	chloroplast fission
GO:0010623	programmed cell death involved in cell development
GO:1901537	positive regulation of DNA demethylation
GO:0000082	G1/S transition of mitotic cell cycle
GO:0007346	regulation of mitotic cell cycle
GO:0009934	regulation of meristem structural organization
GO:0009750	response to fructose
GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
GO:0010274	hydrotropism
GO:0019438	aromatic compound biosynthetic process
GO:0042343	indole glucosinolate metabolic process
GO:0006880	intracellular sequestering of iron ion
GO:0009311	oligosaccharide metabolic process
GO:0009992	cellular water homeostasis
GO:0035627	ceramide transport
GO:0120009	intermembrane lipid transfer
GO:0009083	branched-chain amino acid catabolic process
GO:0043617	cellular response to sucrose starvation
GO:0051781	positive regulation of cell division
GO:0071365	cellular response to auxin stimulus
GO:0062012	regulation of small molecule metabolic process
GO:0008643	carbohydrate transport
GO:0051260	protein homooligomerization
GO:0042793	plastid transcription
GO:0006336	chromatin organization
GO:0034728	nucleosome organization
GO:0019674	NAD metabolic process
GO:0006605	protein targeting
GO:0017038	protein import
GO:0072318	clathrin coat disassembly
GO:0043067	regulation of programmed cell death
GO:0007009	plasma membrane organization
GO:0055091	phospholipid homeostasis
GO:0071709	membrane assembly
GO:0097035	regulation of membrane lipid distribution
GO:0060178	regulation of exocyst localization
GO:1905182	positive regulation of urease activity
GO:0071497	cellular response to freezing
GO:0010262	somatic embryogenesis
GO:0006565	L-serine catabolic process
GO:0019264	glycine biosynthetic process from serine
GO:0035999	tetrahydrofolate interconversion
GO:0046653	tetrahydrofolate metabolic process
GO:0046655	folic acid metabolic process
GO:0006811	ion transport
GO:0070727	cellular macromolecule localization
GO:0032958	inositol phosphate biosynthetic process
GO:0052746	inositol phosphorylation
GO:0010116	positive regulation of abscisic acid biosynthetic process
GO:0018364	peptidyl-glutamine methylation
GO:0030488	tRNA methylation
GO:0070476	rRNA (guanine-N7)-methylation
GO:0009073	aromatic amino acid family biosynthetic process
GO:0009423	chorismate biosynthetic process
GO:0046294	formaldehyde catabolic process
GO:1903338	regulation of cell wall organization or biogenesis
GO:0033591	response to L-ascorbic acid
GO:0042938	dipeptide transport
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process
GO:0009800	cinnamic acid biosynthetic process
GO:0005987	sucrose catabolic process
GO:0001680	tRNA 3'-terminal CCA addition
GO:0048564	photosystem I assembly
GO:0009915	phloem sucrose loading
GO:0090549	response to carbon starvation
GO:0010508	positive regulation of autophagy
GO:1905177	tracheary element differentiation
GO:0060211	regulation of nuclear-transcribed mRNA poly(A) tail shortening
GO:0010378	temperature compensation of the circadian clock
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
GO:0010093	specification of floral organ identity
GO:0010100	negative regulation of photomorphogenesis
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
GO:0009228	thiamine biosynthetic process
GO:0055073	cadmium ion homeostasis
GO:0071585	detoxification of cadmium ion
GO:0010315	auxin export across the plasma membrane
GO:0043547	positive regulation of GTPase activity
GO:1902916	positive regulation of protein polyubiquitination
GO:0042853	L-alanine catabolic process
GO:0000373	Group II intron splicing
GO:0019941	modification-dependent protein catabolic process
GO:0009944	polarity specification of adaxial/abaxial axis
GO:0015976	carbon utilization
GO:0006596	polyamine biosynthetic process
GO:0008295	spermidine biosynthetic process
GO:0006576	cellular biogenic amine metabolic process
GO:0006898	receptor-mediated endocytosis
GO:0030198	extracellular matrix organization
GO:0030574	collagen catabolic process
GO:0030041	actin filament polymerization
GO:0045010	actin nucleation
GO:0052482	defense response by cell wall thickening
GO:0048833	specification of floral organ number
GO:0006999	nuclear pore organization
GO:0015804	neutral amino acid transport
GO:0051205	protein insertion into membrane
GO:0072598	protein localization to chloroplast
GO:1990428	miRNA transport
GO:0010600	regulation of auxin biosynthetic process
GO:0010601	positive regulation of auxin biosynthetic process
GO:0000956	nuclear-transcribed mRNA catabolic process
GO:0042255	ribosome assembly
GO:0006654	phosphatidic acid biosynthetic process
GO:0019374	galactolipid metabolic process
GO:2000488	positive regulation of brassinosteroid biosynthetic process
GO:0006424	glutamyl-tRNA aminoacylation
GO:0006425	glutaminyl-tRNA aminoacylation
GO:0035352	NAD transmembrane transport
GO:0043132	NAD transport
GO:0033036	macromolecule localization
GO:0009812	flavonoid metabolic process
GO:0045168	cell-cell signaling involved in cell fate commitment
GO:0035304	regulation of protein dephosphorylation
GO:0032468	Golgi calcium ion homeostasis
GO:0032472	Golgi calcium ion transport
GO:0071421	manganese ion transmembrane transport
GO:1905499	trichome papilla formation
GO:0000077	DNA damage checkpoint signaling
GO:0010332	response to gamma radiation
GO:0040020	regulation of meiotic nuclear division
GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly
GO:1902289	negative regulation of defense response to oomycetes
GO:0009690	cytokinin metabolic process
GO:0010582	floral meristem determinacy
GO:0009696	salicylic acid metabolic process
GO:0045943	positive regulation of transcription by RNA polymerase I
GO:0042435	indole-containing compound biosynthetic process
GO:0015720	allantoin transport
GO:0015857	uracil transport
GO:0042906	xanthine transport
GO:0071705	nitrogen compound transport
GO:0006024	glycosaminoglycan biosynthetic process
GO:0006065	UDP-glucuronate biosynthetic process
GO:0010078	maintenance of root meristem identity
GO:0010088	phloem development
GO:0045595	regulation of cell differentiation
GO:0034050	programmed cell death induced by symbiont
GO:0016114	terpenoid biosynthetic process
GO:1990019	protein storage vacuole organization
GO:0048468	cell development
GO:0010199	organ boundary specification between lateral organs and the meristem
GO:0061635	regulation of protein complex stability
GO:0071218	cellular response to misfolded protein
GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system
GO:0010493	Lewis a epitope biosynthetic process
GO:0006270	DNA replication initiation
GO:0022622	root system development
GO:0010581	regulation of starch biosynthetic process
GO:0010405	arabinogalactan protein metabolic process
GO:0018258	protein O-linked glycosylation via hydroxyproline
GO:0042344	indole glucosinolate catabolic process
GO:0052542	defense response by callose deposition
GO:0034757	negative regulation of iron ion transport
GO:0080117	secondary growth
GO:0060776	simple leaf morphogenesis
GO:0090356	negative regulation of auxin metabolic process
GO:0010358	leaf shaping
GO:0006168	adenine salvage
GO:0044209	AMP salvage
GO:0035266	meristem growth
GO:0010343	singlet oxygen-mediated programmed cell death
GO:1904380	endoplasmic reticulum mannose trimming
GO:1904382	mannose trimming involved in glycoprotein ERAD pathway
GO:1990592	protein K69-linked ufmylation
GO:0071333	cellular response to glucose stimulus
GO:0032786	positive regulation of DNA-templated transcription, elongation
GO:0009666	plastid outer membrane organization
GO:0009667	plastid inner membrane organization
