"gene_id","log2FoldChange_MeristemElong","log2FoldChange_MeristemDif","padj_MeristemElong","padj_MeristemDif","log2FoldChange_mean","padj_mean","def","AGI","ProbeID","Gene Symbol","Description","PLT1_FC","PLT2_FC","PLT3_FC","PLT4_FC","PLT5_FC","PLT7_FC","QC_1h_FC","QC_4h_FC","PLT1_p","PLT2_p","PLT3_p","PLT4_p","PLT5_p","PLT7_p","QC_1h_p","QC_4h_p","PLT1","PLT2","PLT3","PLT4","PLT5","PLT7","QC_1h_plt","QC_4h_plt"
"AT3G10690",2.54456169557168,3.61566381620474,0.00606281910068189,1.74737305450801e-06,3.08011275588821,0.0030322832368682,"DNA GYRASE A","AT3G10690","AT3G10690_at","GYRA",NA,1.2,0.44,0.92,1.1,0.99,1.2,0.15,0.48,1.26473940585924e-06,0.049431147242618,0.000272828027530434,8.9564863912214e-06,6.20122525813476e-05,2.12741856388147e-06,0.998342219233687,0.0346559743965152,1,0,1,1,1,1,0,0
"AT1G34110",3.3808737831084,2.7791691474927,7.65444484827247e-07,4.1445370738267e-05,3.08002146530055,2.11054076115471e-05,"Leucine-rich receptor-like protein kinase family protein","AT1G34110","AT1G34110_at",NA,NA,1.6,1.3,0.91,0.4,0.66,0.91,0.64,1.2,2.2674277987173e-07,0.00543896298606541,0.000857413475921025,0.0496185009204888,0.00437576319155487,0.000100408027721825,0.0127368021048253,5.3666066807033e-05,1,1,1,0,0,1,0,1
"AT5G45780",2.57008977843353,3.58762886595665,0.0278326496804107,0.000130098360092512,3.07885932219509,0.0139813740202516,"Leucine-rich repeat protein kinase family protein","AT5G45780","AT5G45780_at",NA,NA,1.6,0.34,1.8,1.8,1.5,1.8,0.19,0.37,4.07250040455167e-05,0.217159073169842,0.000191987001655468,1.89963642778509e-05,0.000342333577595943,9.87263067211366e-06,0.998342219233687,0.184674090478175,1,0,1,1,1,1,0,0
"AT1G19850",3.37076522177359,2.78457176698353,3.335356835054e-05,0.000480238706386466,3.07766849437856,0.000256796137368503,"Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related","AT1G19850","AT1G19850_at","ARF5 IAA24 MP","Encodes a transcription factor (IAA24) mediating embryo axis formation and vascular development. Similar to AUXIN RESPONSIVE FACTOR 1 (ARF1) shown to bind to auxin responsive elements (AREs), and to the maize transcriptional activator VIVIPAROUS 1( VP1). In situ hybridization shows expression in provascular tissue of embryos, the emerging shoot primordia, then is restricted to provascular tissue, and in the root central vascular cylinder.",1.6,0.88,0.85,0.98,0.58,1.5,-0.14,0.27,9.42091640504411e-07,0.0118186251795696,0.0040028495004746,0.000305489595559531,0.022374648349773,2.91165156754896e-06,0.998342219233687,0.426653784006474,1,1,0,1,0,1,0,0
"AT1G79150",2.72721169656612,3.42808518197096,0.00384346159319743,1.81459112128588e-05,3.07764843926854,0.00193080375220514,"binding","AT1G79150","AT1G79150_at",NA,NA,1.1,0.61,0.91,1.2,0.9,1,0.092,0.61,5.4307603793951e-06,0.0140527996933692,0.000328681489514619,4.55198094124502e-06,0.000171115939956754,9.59071848331573e-06,0.998342219233687,0.00555808370204191,1,0,1,1,1,1,0,0
"AT5G62190",2.5817305686804,3.56410011027409,0.0212801586151736,7.55607973860246e-05,3.07291533947724,0.0106778597062798,"DEAD box RNA helicase (PRH75)","AT5G62190","AT5G62190_at","PRH75","DEAD/DEAH box RNA helicase PRH75",1.1,0.57,0.87,1.2,0.79,1.2,0.2,0.32,1.69254038074401e-09,0.019771415205402,8.81279912298799e-07,4.92638270716692e-09,8.5025268917033e-07,1.78140898221536e-09,0.998342219233687,0.115860723641312,1,0,1,1,0,1,0,0
"AT4G25340",2.59468180599941,3.5433155898577,0.00387131605281646,1.91377865357068e-06,3.06899869792855,0.00193661491573502,"FK506 BINDING PROTEIN 53","AT4G25340","AT4G25340_at","ATFKBP53 FKBP53","Encodes a member of the FKBP-type immunophilin family that functions as a histone chaparone. Binds to 18S rDNA and represses its expression.",1,0.42,0.9,1,0.81,1.2,0.15,0.57,4.40544873567019e-06,0.038124374893353,0.000210649444470073,7.82421354901218e-06,0.000209784675785148,9.6095871867923e-07,0.998342219233687,0.0142710465338051,1,0,1,1,1,1,0,0
"AT1G49910",2.31536799901751,3.8187065545022,0.00684835258769141,4.21718056864803e-08,3.06703727675986,0.00342419737974855,"Transducin/WD40 repeat-like superfamily protein","AT1G49910","AT1G49910_at","BUB3.2","Encodes a homolog of the yeast and human BUB3 (BUDDING UNINHIBITED BY BENZYMIDAZOL 3) protein.  Yeast and human BUB3s function in spindle assembly checkpoint control.",1.2,0.65,0.6,0.75,0.39,0.84,0.23,0.71,6.18305871977088e-08,0.0265281914502311,0.000790881697532022,1.68016768924235e-05,0.00830676102580904,3.0727122917082e-06,0.998342219233687,0.0154564965820542,1,0,0,0,0,1,0,0
"AT3G05330",2.80186298364383,3.32923349138342,0.00686028294762651,0.000193100969202647,3.06554823751362,0.00352669195841458,"cyclin family","AT3G05330","AT3G05330_at","ATN ATTAN","Encodes a protein with moderate sequence similarity to the maize microtubule-binding protein TANGLED1.    A single base-pair deletion (-A) at position Chr3:1519176 in Columbia relative to the Landsberg erecta and Achkarren-2 ecotype (see ESTs DR378436 and CB26450) introduces a frame-shift and premature termination codon. The protein encoded from the Columbia gene is truncated by 29 amino acids relative to the Landsberg erecta and Achkarren-2 encoded proteins. Involved in the identification of the division plane during mitosis amd cytokinesis",1.1,0.19,0.26,0.51,0.33,1.3,0.26,0.82,3.26736348217587e-06,0.209328772253762,0.23600140898464,0.00534511337730591,0.0798312394526317,7.7343608148406e-07,0.998342219233687,0.0153710741389013,1,0,0,0,0,1,0,1
"AT5G14520",2.55341523560431,3.57376289312274,0.00792822763833025,4.93611267216547e-06,3.06358906436352,0.00396658187550121,"pescadillo-related","AT5G14520","AT5G14520_at",NA,NA,0.87,0.43,0.77,0.97,0.71,0.81,0.16,0.44,2.68756750105368e-07,0.024695906375006,2.32480859056926e-05,2.70308202087505e-07,1.72119946071383e-05,7.63848871033619e-07,0.998342219233687,0.028433933955584,1,0,0,1,0,1,0,0
"AT3G21540",2.67192869261563,3.44612732042276,0.00138080299821434,1.32306844549043e-06,3.05902800651919,0.000691063033329918,"transducin family protein / WD-40 repeat family protein","AT3G21540","AT3G21540_at",NA,NA,1.1,0.68,0.92,1.2,0.88,1.2,0.12,0.55,5.76248868372434e-06,0.00749270463479842,0.000402537833838452,4.27617028674265e-06,0.000251197924323624,3.99225461088216e-06,0.998342219233687,0.0158220428621119,1,1,1,1,1,1,0,0
"AT5G23780",3.17726017065775,2.92972178904802,4.72819169960519e-05,7.89651248438434e-05,3.05349097985288,6.31235209199476e-05,"DOMAIN OF UNKNOWN FUNCTION 724 9","AT5G23780","AT5G23780_at","ATDUF9 DUF9","Member of the plant-specific DUF724 protein family. Arabidopsis has 10 DUF724 proteins. Loss of function mutant has a WT phenotype",0.24,0.97,0.15,0.17,0.1,0.13,0.1,0.35,0.173810797565591,0.0192980203489939,0.568367298575435,0.391593844053393,0.679243152708213,0.51048519094627,0.998342219233687,0.156875759798638,0,1,0,0,0,0,0,0
"AT3G07050",2.65707203386626,3.44114214891526,0.00125566178289614,8.92409315707373e-07,3.04910709139076,0.000628277096105921,"GTP-binding family protein","AT3G07050","AT3G07050_at","NSN1",NA,1.2,0.45,0.84,1.2,0.97,1.1,0.19,0.45,5.33976616645852e-07,0.0505528526987966,0.00022389987014292,9.22541779440127e-07,2.59287041507441e-05,1.08476953097189e-06,0.998342219233687,0.0202309453126818,1,0,1,1,1,1,0,0
"AT5G08180",2.42557762248426,3.67097033057918,0.0121110292627097,1.53641188069904e-06,3.04827397653172,0.00605628283729518,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","AT5G08180","AT5G08180_at",NA,NA,1,0.44,0.92,1.1,0.83,0.9,0.24,0.61,3.00554985574478e-07,0.0328522204632308,1.92224670873235e-05,5.26414109379332e-07,1.81363094720674e-05,1.24826700289131e-06,0.998342219233687,0.0241282718811573,1,0,1,1,1,1,0,0
"AT3G12270",2.56866059743243,3.51494896050368,0.00507700371491251,3.54189856500746e-06,3.04180477896805,0.00254027280673876,"protein arginine methyltransferase 3","AT3G12270","AT3G12270_at","ATPRMT3 PRMT3",NA,1.3,0.53,0.85,1.2,0.78,1.1,0.25,0.7,5.73200838684801e-07,0.0289034265408262,0.000440757869888298,2.44704146185385e-06,0.000383036475693294,3.45695493505673e-06,0.718628570997502,0.00118899356900416,1,0,1,1,0,1,0,0
"AT1G14300",2.38307162927003,3.69772547776026,0.0200714138125945,3.93043234156657e-06,3.04039855351514,0.0100376721224681,"ARM repeat superfamily protein","AT1G14300","AT1G14300_at",NA,NA,1.1,0.68,0.72,0.87,0.71,0.89,0.15,0.36,2.18138564982416e-07,0.0192851503529128,0.000246234728401188,5.99445664695356e-06,0.000114093038386831,2.53139314749289e-06,0.998342219233687,0.0458123799026851,1,1,0,1,0,1,0,0
"AT3G16810",2.66070378409123,3.41253683152409,0.000919409872263841,6.86953363489791e-07,3.03662030780766,0.000460048412813665,"pumilio 24","AT3G16810","AT3G16810_at","APUM24 PUM24","Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.",0.93,0.65,0.78,1.1,0.77,0.88,-0.025,0.45,2.48016863147278e-06,0.0114440894307829,0.000206695855472125,1.27072761783887e-06,0.000101294114658397,6.0670942343901e-06,0.998342219233687,0.0138993447600807,1,1,0,1,0,1,0,0
"AT5G52470",2.53455283723191,3.52553893809327,0.0120859321787491,1.55930552908564e-05,3.03004588766259,0.00605076261702,"fibrillarin 1","AT5G52470","AT5G52470_at","ATFBR1 ATFIB1 FBR1 FIB1 SKIP7","encodes a fibrillarin, a key nucleolar protein in eukaryotes which associates with box C/D small nucleolar RNAs (snoRNAs) directing 2'-O-ribose methylation of the rRNA. This gene also encodes a novel box C/D snoRNA, U60.1f in its fifth intron that accumulates in seedlings and that their targeted residue on the 25 S rRNA is methylated.",0.95,0.3,0.73,0.87,0.57,0.68,0.12,0.41,4.30617688243082e-08,0.0837189882268957,1.66413782279976e-05,3.52736619430678e-07,6.32524259738778e-05,1.91595004359113e-06,0.998342219233687,0.0100964255970818,1,0,0,1,0,0,0,0
"AT5G06550",2.44995936804375,3.60814124796359,0.00376931027068149,1.75294203563134e-07,3.02905030800367,0.00188474278244253,"PTHR12480:SF21 - TRANSCRIPTION FACTOR JUMONJI, JMJC DOMAIN-CONTAINING PROTEIN (1 of 1)","AT5G06550","AT5G06550_at",NA,NA,1.1,0.52,0.93,1,0.81,0.84,0.19,0.45,4.57983956880763e-06,0.0530265859036103,0.00029508675909799,2.36707544888479e-05,0.000426188661368169,8.4477660594811e-05,0.998342219233687,0.00794766478061417,1,0,1,1,1,1,0,0
"AT4G31120",2.45990239951716,3.57603566446936,0.0183237142388937,1.52869452985285e-05,3.01796903199326,0.00916950059209611,"SHK1 binding protein 1","AT4G31120","AT4G31120_at","ATPRMT5 PRMT5 SKB1","Involved in vernalization. Required for epigenetic silencing of FLC, and for vernalization-mediated histone modification.",0.65,0.32,0.59,0.72,0.6,0.92,0.2,0.44,1.36479082129858e-05,0.14137625182089,0.000415589888163045,9.69185974751137e-06,0.000160453036667675,4.07636918657269e-07,0.998342219233687,0.0283678379494859,0,0,0,0,0,1,0,0
"AT4G25730",2.60361445287761,3.424178875735,0.0162812278872468,0.000111844989298045,3.01389666430631,0.00819653643827243,"FtsJ-like methyltransferase family protein","AT4G25730","AT4G25730_at",NA,NA,1,0.39,0.86,1.2,0.88,1.4,0.11,0.46,1.78220836309754e-06,0.0483633479192917,0.000178425828844235,1.05051640294687e-06,6.27125625097526e-05,1.00590492755964e-07,0.998342219233687,0.014931416862299,1,0,1,1,1,1,0,0
"AT5G66750",2.75442003508453,3.2680500366594,0.000198629743122168,6.06500765424006e-07,3.01123503587197,9.96181219437958e-05,"chromatin remodeling 1","AT5G66750","AT5G66750_at","ATDDM1 CHA1 CHR01 CHR1 DDM1 SOM1 SOM4","Protein is similar to SWI2/SNF2 chromatin remodeling proteins. DDM1 is appears to act as a chromatin-remodeling ATPase involved in cytosine methylation in CG and non-CG contexts. Involved in gene silencing and maintenance of DNA methylation and histone methylation. Hypomethylation of many genomic regions occurs in ddm1 mutants, and can cause several phenotypic abnormalities, but some loci, such as BONSAI (At1g73177) can be hypermethylated in ddm1 mutants after several generations, leading to different phenotypes. DDM1 might be involved in establishing a heterochromain boundary. A line expressing an RNAi targeted against DDM1  shows some resistance to agrobacterium-mediated root transformation.",1.3,0.53,0.96,1.1,0.68,1.1,-0.043,0.33,1.86447755520963e-05,0.0230873700480667,0.00260108997964236,0.000217884269669563,0.0126256035410057,0.000117593888276644,0.998342219233687,0.120672345153154,1,0,0,1,0,1,0,0
"AT4G39710",3.16620358490269,2.84681429703807,0.0179305432623919,0.0205762663907573,3.00650894097038,0.0192534048265746,"FK506-binding protein 16-2","AT4G39710","AT4G39710_at","FKBP16-2 PnsL4",NA,-1.3,-0.71,-0.8,-0.65,-0.45,-0.88,0.18,0.11,0.000205487816245891,0.0143887725535274,0.0411221414621738,0.0490007075198643,0.21129875207723,0.00712634962607572,0.998342219233687,0.604599025202342,-1,-1,0,0,0,0,0,0
"AT3G25980",2.6376721581,3.37077873442955,0.00659264508161975,3.4014505977396e-05,3.00422544626478,0.00331332979379857,"DNA-binding HORMA family protein","AT3G25980","AT3G25980_at","AtMAD2 MAD2","Encodes MAD2 (MITOTIC ARREST-DEFICIENT 2). May have the spindle assembly checkpoint protein functions conserved from yeast to humans.",0.89,0.12,0.43,0.43,0.22,0.57,0.05,0.68,1.12982247758152e-05,0.43123341904192,0.0275967833646461,0.0100172439042437,0.231660591169864,0.000917177708293155,0.998342219233687,0.00890305891357678,1,0,0,0,0,0,0,0
"AT1G04870",2.46326890553949,3.54052784288207,0.0111809911748994,5.53925597486138e-06,3.00189837421078,0.00559326521543714,"protein arginine methyltransferase 10","AT1G04870","AT1G04870_at","ATPRMT10 PRMT10","Encodes a type I protein arginine methyltransferase based on the At1g04870.2 gene model. PRMT10 can catalyze the asymmetric dimethylation of arginine 3 on histone 4 and can also methylate myelin basic protein in vitro.  Mutants lacking PRMT10 flower late due to defects in the autonomous pathway and they have elevated levels of FLC transcripts.",1.2,0.58,0.91,1.2,0.78,1,0.093,0.68,6.27588808398387e-07,0.0270726800551969,0.000150340729900325,1.10141994545973e-06,0.000240848877535416,3.46102704797477e-06,0.998342219233687,0.00469233181607562,1,0,1,1,0,1,0,0
"AT3G55510",2.48821004280284,3.51496392781737,0.00130561607586281,4.93005372449535e-08,3.00158698531011,0.000652832688200028,"Noc2p family","AT3G55510","AT3G55510_at","RBL",NA,1,0.56,0.99,1.3,1,1.3,0.13,0.47,4.8759338876543e-05,0.0298253354238893,0.000663283625095745,1.13217368360795e-05,0.000241254902498379,6.82351771179658e-06,0.998342219233687,0.0118136023665598,1,0,1,1,1,1,0,0
"AT5G55920",2.55710679581663,3.44023459231465,0.00378625012570844,2.70893537496774e-06,2.99867069406564,0.0018944795305417,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","AT5G55920","AT5G55920_at","OLI2","Encodes a homolog of the S. cerevisiae Nop2 that is involved in ribosome biogenesis and plays a role on organ size control by promoting cell proliferation and preventing compensation in normal leaf development.",0.83,0.26,0.86,1.1,0.84,1,0.13,0.6,4.58218895463683e-06,0.126161297645904,5.37965007808062e-05,6.24364326592725e-07,2.81541113482422e-05,4.90890181479698e-07,0.998342219233687,0.00884679143472724,1,0,1,1,1,1,0,0
"AT4G15830",2.49673995977836,3.4970818604662,0.000645265301319191,1.71239956096263e-08,2.99691091012228,0.0003226412126574,"ARM repeat superfamily protein","AT4G15830","AT4G15830_at",NA,NA,0.85,0.27,0.47,0.71,0.4,0.69,-0.17,0.17,5.9941813990406e-05,0.159278537384009,0.0327829339252456,0.000570691659623926,0.0447185291651047,0.000501753684585313,0.998342219233687,0.565144135243183,1,0,0,0,0,0,0,0
"AT1G67120",2.6186431428341,3.37285545232235,0.00189959505706345,2.33388492398223e-06,2.99574929757823,0.000950964470993717,"ATPases;nucleotide binding;ATP binding;nucleoside-triphosphatases;transcription factor binding","AT1G67120","AT1G67120_at",NA,NA,1.5,0.76,1.3,1.5,1.4,1.2,0.18,0.56,9.20036325975249e-08,0.0083830443386452,8.80759323095648e-06,1.80392114326087e-07,1.84107856269595e-06,1.00214008665203e-06,0.998342219233687,0.0256648376938635,1,1,1,1,1,1,0,0
"AT1G77030",2.52480423712805,3.46115114640042,0.00960909961691136,1.33490243120377e-05,2.99297769176424,0.0048112243206117,"hydrolases, acting on acid anhydrides, in phosphorus-containing anhydrides;ATP-dependent helicases;nucleic acid binding;ATP binding;RNA binding;helicases","AT1G77030","AT1G77030_at",NA,NA,0.84,0.53,0.72,1,0.43,0.71,0.18,0.3,4.97017073481822e-05,0.0381126994035739,0.00179018452540536,1.65233059661359e-05,0.0252038416723949,0.00030598914726145,0.998342219233687,0.211401214592205,1,0,0,1,0,0,0,0
"AT5G02050",2.39428706119537,3.5870737514426,0.0084565176323411,7.26335795896155e-07,2.99068040631898,0.0042286219840685,"Mitochondrial glycoprotein family protein","AT5G02050","AT5G02050_at",NA,NA,1.4,0.51,1.2,1.5,1.3,1.6,0.095,0.33,5.18676803529786e-09,0.0193000544983715,8.88110418618633e-07,1.25881190078491e-08,7.87099656829284e-08,1.80991821092839e-09,0.998342219233687,0.0306822661408889,1,0,1,1,1,1,0,0
"AT4G39630",2.14922394076552,3.82579206229862,0.0314721683823301,3.98769720439156e-07,2.98750800153207,0.0157362835760253,NA,"AT4G39630","AT4G39630_at",NA,NA,1.4,0.35,0.71,0.85,0.58,1.1,0.03,0.58,2.86337155379862e-05,0.0701413026985174,0.0322084420165446,0.0035084070753735,0.0491738604863248,0.000213186277516361,0.998342219233687,0.061671954015138,1,0,0,0,0,1,0,0
"AT4G14660",2.54263257288724,3.42821933925225,0.00407533152180863,4.70319381853936e-06,2.98542595606974,0.00204001735781358,"RNA polymerase Rpb7-like, N-terminal domain","AT4G14660","AT4G14660_at","NRPE7","Non-catalytic subunit specific to DNA-directed RNA polymerase V; homologous to budding yeast RPB7",1.2,0.51,0.82,1,0.88,0.96,0.14,0.72,1.62816357327122e-08,0.0187801999352439,1.66413782279976e-05,2.50775938133758e-07,3.09558690296388e-06,1.96727342624432e-07,0.998342219233687,0.00832290168489974,1,0,1,1,1,1,0,0
"AT3G19440",2.5980383881863,3.37207322628631,2.74983899001462e-06,1.00325048535645e-11,2.98505580723631,1.37492451125973e-06,"Pseudouridine synthase family protein","AT3G19440","AT3G19440_at",NA,NA,1.4,0.78,0.83,1.3,1.1,1.2,0.17,0.73,1.66900713810003e-07,0.0234790826942151,0.000402537833838452,9.95778953158348e-07,1.33165086211961e-05,6.6707424331625e-07,0.998342219233687,0.00379074007647223,1,0,1,1,1,1,0,0
"AT3G26410",2.52417752566229,3.44008262244991,0.00427094129804946,2.66411523235925e-06,2.9821300740561,0.00213680270664091,"methyltransferases;nucleic acid binding","AT3G26410","AT3G26410_at","AtTRM11 TRM11",NA,1.4,0.48,0.99,1.2,0.99,1.2,0.15,0.55,2.31037706240717e-07,0.0710441772844405,0.00011485928215855,1.69266026629628e-06,4.64945767104083e-05,1.49292715476696e-06,0.998342219233687,0.0110531324323615,1,0,1,1,1,1,0,0
"AT4G33400",2.34267092575492,3.62148072297336,0.00885225869885858,3.16122981054673e-07,2.98207582436414,0.00442628741091982,"Vacuolar import/degradation, Vid27-related protein","AT4G33400","AT4G33400_at",NA,NA,1,0.32,0.62,0.78,0.47,0.99,0.088,0.32,1.23929832288785e-06,0.102864197239958,0.00163103184072814,4.31313692395593e-05,0.00556903296138571,2.09673098981704e-06,0.998342219233687,0.0374614911153628,1,0,0,0,0,1,0,0
"AT1G21090",2.47424017837894,3.48773846819561,0.000213809918643747,7.00285821371401e-10,2.98098932328728,0.000106905309464784,"Cupredoxin superfamily protein","AT1G21090","AT1G21090_at",NA,NA,2.1,1.5,1.9,1.6,1.3,2.2,0.68,0.93,3.29906503236939e-08,0.00266010449617075,2.87598556136812e-06,1.89600737304884e-06,3.68861497378991e-05,2.62718754967615e-08,0.204761098955372,0.00547752574560641,1,1,1,1,1,1,0,1
"AT3G12770",2.61899575725351,3.34223374038035,0.0015200872174648,4.70988605987025e-06,2.98061474881693,0.000762398551762333,"mitochondrial editing factor  22","AT3G12770","AT3G12770_at","MEF22","Encodes a pentatricopeptide repeat protein (PPR) protein involved in mitochondrial mRNA editing.",1.2,1.1,0.94,1.1,0.86,1,0.13,0.47,1.78621844165952e-05,0.0558426199259308,0.00163611755464477,6.54531936017924e-05,0.00143766786741773,8.70092048930823e-05,0.998342219233687,0.0202475098541713,1,0,1,1,1,1,0,0
"AT2G20490",2.43627103239492,3.52170302415788,0.0276854764332122,5.06901687405073e-05,2.9789870282764,0.0138680833009763,"nucleolar RNA-binding Nop10p family protein","AT2G20490","AT2G20490_at","EDA27 NOP10",NA,0.98,0.58,0.91,1.1,0.81,0.91,0.081,0.59,2.23594502847775e-07,0.0164993726113094,1.35561641661129e-05,2.76079439150305e-07,1.45610818204028e-05,6.56551619635262e-07,0.998342219233687,0.0223792759346152,1,0,1,1,1,1,0,0
"AT4G05520",2.61833504481248,3.33783907189436,0.00013056232898899,2.35475360241169e-08,2.97808705835342,6.52929382625069e-05,"EPS15 homology domain 2","AT4G05520","AT4G05520_at","ATEHD2 EHD2","Encodes AtEHD2, one of the Arabidopsis Eps15 homology domain proteins involved in endocytosis (AtEHD1, At3g20290).",1.4,0.36,0.51,0.61,0.36,0.76,0.16,0.57,8.21625519380777e-09,0.089770265403467,0.00244051560972135,0.000102429271830811,0.0109380871731951,7.46740248839218e-06,0.998342219233687,0.00504916847368373,1,0,0,0,0,0,0,0
"AT1G18850",2.64575747551948,3.3079997355075,0.00014061161830078,5.5646051293207e-08,2.97687860551349,7.03336321760365e-05,NA,"AT1G18850","AT1G18850_at",NA,NA,1.1,0.54,1,1.2,0.91,1,0.19,0.61,4.20074656045079e-08,0.0158431333406125,4.85938516860313e-06,9.09704010805856e-08,4.54659081469949e-06,2.21483331971438e-07,0.998342219233687,0.00621495182490451,1,0,1,1,1,1,0,0
"AT4G15770",2.67791478844297,3.27342470320307,0.000694042911084583,1.75130112951575e-06,2.97566974582302,0.000347897106107049,"RNA binding","AT4G15770","AT4G15770_at",NA,NA,0.96,0.34,0.82,1,0.84,0.99,0.15,0.51,5.78025729088222e-08,0.0493900556457587,7.77558250510487e-06,9.11111986842329e-08,2.26619007114774e-06,5.71887439857056e-08,0.998342219233687,0.00938354415364211,1,0,1,1,1,1,0,0
"AT2G40360",2.4876602109559,3.46296306721596,0.0115735742383071,1.33617113424741e-05,2.97531163908593,0.00579346797482479,"Transducin/WD40 repeat-like superfamily protein","AT2G40360","AT2G40360_at",NA,NA,0.85,0.57,0.81,0.93,0.67,0.59,0.12,0.41,4.11357488230184e-06,0.0243573816636712,0.000104111278396996,3.51444378276801e-06,0.000228322602934347,0.000183253196621295,0.998342219233687,0.0224694423239919,1,0,1,1,0,0,0,0
"AT3G46210",2.617742765767,3.32645059876676,0.00721050217754116,4.54070976338214e-05,2.97209668226688,0.00362795463758749,"Ribosomal protein S5 domain 2-like superfamily protein","AT3G46210","AT3G46210_at",NA,NA,1.4,0.72,1.1,1.5,1.1,1.4,0.072,0.58,3.71304024080799e-09,0.0114068161525693,1.29574434632109e-06,1.44602588448819e-08,5.24187614952141e-07,1.06572698600141e-08,0.998342219233687,0.00938354415364211,1,1,1,1,1,1,0,0
"AT5G19300",2.42617356824808,3.51677986234324,0.0341979594061609,8.82261093560297e-05,2.97147671529566,0.0171430927577585,"PTHR12150:SF13 - DUF171 FAMILY PROTEIN (1 of 1)","AT5G19300","AT5G19300_at",NA,NA,1.1,0.59,0.93,1.1,0.93,1.1,0.2,0.49,3.92075688821805e-05,0.0171296075925296,0.00120279603809204,7.06551767881393e-05,0.000565718830069932,4.58515389052166e-05,0.998342219233687,0.0121809987429169,1,0,1,1,1,1,0,0
"AT2G37510",2.22967140368408,3.70817013904377,0.0394969560295401,6.7733556752261e-06,2.96892077136393,0.0197518646926076,"RNA-binding (RRM/RBD/RNP motifs) family protein","AT2G37510","AT2G37510_at",NA,NA,1.7,0.95,1.2,1.4,1.5,1.5,0.048,0.37,1.6442997269899e-07,0.00935336936760383,7.48027670877257e-05,3.04833378290469e-06,4.38469210141203e-06,7.2080042423179e-07,0.998342219233687,0.0997619927796494,1,1,1,1,1,1,0,0
"AT1G13030",2.5830187603051,3.35462333136396,0.00322577052003377,6.09443995179841e-06,2.96882104583453,0.00161593247999278,"sphere organelles protein-related","AT1G13030","AT1G13030_at",NA,NA,1,0.48,0.73,0.96,0.7,0.95,0.15,0.53,7.43668630130211e-07,0.049766546569946,0.00026846945335224,2.91380014151055e-06,0.000165863421646249,1.72650423981615e-06,0.998342219233687,0.012972587971962,1,0,0,1,0,1,0,0
"AT1G72040",2.79847715275374,3.13586501368033,3.76179238179627e-05,3.37567671652701e-07,2.96717108321704,1.89777457448077e-05,"P-loop containing nucleoside triphosphate hydrolases superfamily protein","AT1G72040","AT1G72040_at","AtdNK dNK",NA,0.92,0.21,0.73,0.96,0.67,0.75,0.13,0.85,7.43016274271653e-06,0.237791744365154,0.000789747651972055,1.11793343887438e-05,0.000730396195240505,7.97668316366229e-05,0.998342219233687,0.00192692642269148,1,0,0,1,0,0,0,1
"AT2G43650",2.60508842836945,3.3193825903708,0.00521816255127897,2.16803478234209e-05,2.96223550937012,0.00261992144955119,"Sas10/U3 ribonucleoprotein (Utp) family protein","AT2G43650","AT2G43650_at","EMB2777",NA,0.91,0.44,0.77,1,0.72,0.83,0.2,0.71,1.14159337089447e-05,0.0286415373727539,0.000630225751725683,5.85031388257632e-06,0.000483889212783967,3.38122601964309e-05,0.998342219233687,0.00203848643531406,1,0,0,1,0,1,0,0
"AT4G20020",2.68810863988313,3.23631448555694,0.000424123119551069,1.19782737510917e-06,2.96221156272003,0.000212660473463089,"PTHR31346:SF5 - DAG-LIKE PROTEIN (1 of 2)","AT4G20020","AT4G20020_at","MORF1",NA,1.2,0.82,0.87,1,0.81,0.91,0.035,0.66,1.21154420245604e-08,0.00677599076656203,9.42476403915973e-06,2.49546021236049e-07,6.91251169200451e-06,3.20834501120316e-07,0.998342219233687,0.00390445083602304,1,1,1,1,1,1,0,0
"AT4G03210",2.00375609701455,3.91985265088974,0.0183852542779528,2.36169178979989e-10,2.96180437395214,0.00919262725706099,"xyloglucan endotransglucosylase/hydrolase 9","AT4G03210","AT4G03210_at","XTH9","encodes a member of xyloglucan endotransglucosylase/hydrolases (XTHs) that catalyze the cleavage and molecular grafting of xyloglucan chains function in loosening and rearrangement of the cell wall. Gene is expressed in shoot apex region, flower buds, flower stalks and internodes bearing flowers.",2.4,1.1,2.1,2.2,2,2.3,1.6,2,2.9765487877131e-10,0.00403086526437214,4.27947341948124e-08,4.49647855012447e-09,2.11099712066058e-08,1.1323701117824e-09,0.0211094254297103,0.0013649006294611,1,1,1,1,1,1,1,1
"AT5G20160",2.61705367388398,3.29804320684446,0.000108347739834516,2.03916674755351e-08,2.95754844036422,5.41840657509958e-05,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","AT5G20160","AT5G20160_at",NA,NA,0.91,0.35,0.71,0.88,0.62,0.74,0.18,0.65,5.70618319171292e-08,0.0543259285623317,1.78023458684151e-05,2.53503799858345e-07,2.21598523124679e-05,6.17429284616117e-07,0.998342219233687,0.00547752574560641,1,0,0,1,0,0,0,0
