"gene_id","log2FoldChange_MeristemElong","log2FoldChange_MeristemDif","padj_MeristemElong","padj_MeristemDif","log2FoldChange_mean","padj_mean","def"
"AT1G02060",2.52936888863441,3.09606526824179,0.038020764568981,0.0021020578884555,2.8127170784381,0.0200614112287183,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT5G23570",2.9405487572735,2.68166411382556,0.000617933052252849,0.000952507829060733,2.81110643554953,0.000785220440656791,"XS domain-containing protein / XS zinc finger domain-containing protein-related"
"AT4G13750",2.75102911107754,2.86673356530311,8.60600303675338e-05,8.40743379876632e-06,2.80888133819033,4.72337320831501e-05,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein"
"AT5G52890",2.31941663039696,3.29658963035076,0.000222917216291249,3.20461653565097e-08,2.80800313037386,0.000111474631228303,"AT hook motif-containing protein"
"AT1G20020",2.89309440979107,2.7190722766376,0.0010875604659725,0.00103678939485412,2.80608334321434,0.00106217493041331,"ferredoxin-NADP(+)-oxidoreductase 2"
"AT5G40480",2.72348801466995,2.88717472673795,4.50049646058154e-06,1.4606322607277e-07,2.80533137070395,2.32327984332716e-06,"embryo defective 3012"
"AT1G11710",2.51499233311063,3.09444688635076,5.51155355431572e-06,1.30644659853378e-09,2.8047196097307,2.75643000045713e-06,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT5G03870",2.45372711747169,3.15299461695816,0.000549452070922641,2.97776087013879e-07,2.80336086721492,0.000274874923504828,"Glutaredoxin family protein"
"AT1G13410",2.36840133450107,3.23695444496626,0.017272397214797,8.54800463689088e-05,2.80267788973367,0.00867893863058296,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT3G26050",2.67196324794822,2.93231294476404,0.000710619977690914,3.72342658954335e-05,2.80213809635613,0.000373927121793174,"TPX2 (targeting protein for Xklp2) protein family"
"AT5G65860",2.31392209467215,3.28794598366483,0.0165470664223215,1.83388249515076e-05,2.80093403916849,0.00828270262363649,"ankyrin repeat family protein"
"AT3G55160",2.30543454314843,3.29628711016254,0.0137186252152515,9.83544251243278e-06,2.80086082665549,0.00686423032888197,"PTHR14387 - THADA/DEATH RECEPTOR INTERACTING PROTEIN (1 of 1)"
"AT2G25355",2.46704437340292,3.13183071017821,0.00565831211282979,2.86985891168249e-05,2.79943754179056,0.00284350535097331,"PNAS-3 related"
"AT5G10510",2.58107581495866,3.01767704000783,0.00237605927957127,3.97467916803897e-05,2.79937642748324,0.00120790303562583,"AINTEGUMENTA-like 6"
"AT3G50040",2.47469962781349,3.12314782961656,0.00848570733059967,0.00011241228796685,2.79892372871502,0.00429905980928326,NA
"AT4G27010",2.37925724443207,3.21505946616461,0.0149291797037198,4.79396147303888e-05,2.79715835529834,0.0074885596592251,"K14861 - nucleolar pre-ribosomal-associated protein 1 (URB1)  (1 of 1)"
"AT3G15150",2.67429919596647,2.91829017186653,0.000684989624611537,3.67440308183357e-05,2.7962946839165,0.000360866827714936,"RING/U-box superfamily protein"
"AT4G36580",2.41135941259847,3.17966802653326,0.00741566140717562,2.07302957954222e-05,2.79551371956586,0.00371819585148552,"AAA-type ATPase family protein"
"AT1G05950",2.6414216973398,2.94884098989769,0.000710350783566363,2.33870109502813e-05,2.79513134361874,0.000366868897258322,NA
"AT3G26782",2.22951805404394,3.35884098578705,0.0119574035156817,2.49595590862082e-06,2.7941795199155,0.00597994973579514,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT1G48740",2.38525662239857,3.20228593813414,0.00182528336513736,1.59696556659337e-06,2.79377128026635,0.000913440165351975,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"AT5G42070",2.74367565552175,2.84350085626567,0.0397921644858344,0.0166217015981406,2.79358825589371,0.0282069330419875,"PTHR12446 - TESMIN/TSO1-RELATED (1 of 9)"
"AT2G47300",2.42430284349746,3.16251134515518,0.00706094869758677,3.0825350099792e-05,2.79340709432632,0.00354588702384328,"ribonuclease Ps"
"AT2G32650",2.09388657262736,3.49034340419691,0.0108852335190098,7.99363144185035e-08,2.79211498841214,0.00544265672766213,"RmlC-like cupins superfamily protein"
"AT1G63260",2.2196795415355,3.36440505710158,0.0019255302382103,9.12087739294893e-09,2.79204229931854,0.000962769679543849,"tetraspanin10"
"AT3G09720",2.32616596801491,3.25392794916007,0.0167423360482618,2.75498103767068e-05,2.79004695858749,0.00838494292931924,"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT4G34290",2.57878192614758,3.00090075130138,0.0011418967718391,1.67886991174519e-05,2.78984133872448,0.000579342735478274,"SWIB/MDM2 domain superfamily protein"
"AT1G62350",2.55266248577438,3.02474191587073,0.002585402775222,5.24605308576141e-05,2.78870220082255,0.00131893165303981,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT3G13860",2.16278969334045,3.40288962442243,0.00635591138414382,3.68937616708194e-08,2.78283965888144,0.00317797413895275,"heat shock protein 60-3A"
"AT1G76540",2.71209657317201,2.85186173263924,0.000545353344175979,5.7513042193681e-05,2.78197915290562,0.00030143319318483,"cyclin-dependent kinase B2;1"
"AT2G27650",2.16739467086655,3.38659693202436,0.00548045102593846,8.90488075217047e-07,2.77699580144546,0.00274067075700684,"Ubiquitin carboxyl-terminal hydrolase-related protein"
"AT5G52820",2.65248083767767,2.89150615711033,0.000392597819259042,1.58065759306801e-05,2.771993497394,0.000204202197594861,"WD-40 repeat family protein / notchless protein, putative"
"AT3G23990",2.03490090960732,3.50388033873298,0.038020764568981,8.7186870261292e-07,2.76939062417015,0.0190108182188418,"heat shock protein 60"
"AT2G02740",2.29776904494367,3.24024367258043,0.00079389148137836,1.59414963438162e-08,2.76900635876205,0.000396953711437352,"ssDNA-binding transcriptional regulator"
"AT4G00238",2.31861182841209,3.21887059966253,0.00548539426092793,2.22620222577939e-06,2.76874121403731,0.00274381023157686,"DNA-binding storekeeper protein-related transcriptional regulator"
"AT3G18524",2.2705020725585,3.26690226180076,0.0244236339443302,3.86053450118826e-05,2.76870216717963,0.012231119644671,"MUTS homolog 2"
"AT4G31210",2.35701190654331,3.17898773344092,0.00330341351068473,1.66921928003233e-06,2.76799981999212,0.00165254136498238,"DNA topoisomerase, type IA, core"
"AT5G55220",2.63932774934922,2.89633979212215,1.81319104692938e-09,3.11125598559671e-12,2.76783377073568,9.08151151457489e-10,"trigger factor type chaperone family protein"
"AT1G31970",2.26117138791018,3.27259493821051,0.0275425830232593,4.08240156872127e-05,2.76688316306035,0.0137917035194733,"DEA(D/H)-box RNA helicase family protein"
"AT3G18580",2.30890352866425,3.22405409979747,0.000168199507241294,7.34135412907256e-10,2.76647881423086,8.41001206883536e-05,"Nucleic acid-binding, OB-fold-like protein"
"AT3G55010",2.43244212882375,3.09805614371307,0.00130053601390182,1.3919624321194e-06,2.76524913626841,0.000650963988166967,"phosphoribosylformylglycinamidine cyclo-ligase, chloroplast / phosphoribosyl-aminoimidazole synthetase / AIR synthase (PUR5)"
"AT5G54180",2.24734126343692,3.28283812715506,0.043013790923384,0.000188221388086093,2.76508969529599,0.021601006155735,"plastid transcriptionally active 15"
"AT4G18440",2.24970287038458,3.27997573359475,0.0320885703174626,5.48504606102227e-05,2.76483930198966,0.0160717103890364,"L-Aspartase-like family protein"
"AT2G03880",2.33117125847473,3.19827384820279,0.0105972932817172,7.2994699576836e-05,2.76472255333876,0.005335143990647,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT3G10530",2.45923691977807,3.06567902395803,8.33079453248698e-05,2.02750281695127e-08,2.76245797186805,4.16641101765196e-05,"Transducin/WD40 repeat-like superfamily protein"
"AT3G46870",2.39942400578865,3.12341911441405,0.0039716173087024,9.53949384933025e-06,2.76142156010135,0.00199057840127587,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT5G15750",2.42757375838334,3.09506681384095,0.000704570895502756,4.18824112404765e-07,2.76132028611214,0.00035249485980758,"Alpha-L RNA-binding motif/Ribosomal protein S4 family protein"
"AT3G15570",2.46576795089934,3.0553618637179,0.00675041594777,0.000100997704967846,2.76056490730862,0.00342570682636892,"Phototropic-responsive NPH3 family protein"
"AT5G61880",1.95318330105295,3.56755183458051,0.0436172463038225,2.41620740964427e-07,2.76036756781673,0.0218087439622817,"Protein Transporter, Pam16"
"AT5G46640",2.26587834454868,3.25376361721903,0.0263567302247169,5.28098034182776e-05,2.75982098088386,0.0132047700140676,"AT hook motif DNA-binding family protein"
"AT1G56050",2.21861936869611,3.29864568771508,0.0103320318899418,1.81358720228753e-06,2.7586325282056,0.00516692273857206,"GTP-binding protein-related"
"AT2G44040",2.14472285213985,3.37074255354357,0.0188427753378282,1.58157378449814e-06,2.75773270284171,0.00942217845580633,"Dihydrodipicolinate reductase, bacterial/plant"
"AT5G23300",2.09458373497503,3.40939232589449,0.00794062972083891,2.04749907696239e-08,2.75198803043476,0.00397032509791484,"pyrimidine d"
"AT5G15700",2.61942476198607,2.88253531720024,3.23858049143846e-06,2.6249721059101e-08,2.75098003959315,1.63241510624878e-06,"DNA/RNA polymerases superfamily protein"
"AT5G38890",2.41380646634381,3.08789697364135,0.00398351548583253,1.15616301005203e-05,2.75085171999258,0.00199753855796653,"Nucleic acid-binding, OB-fold-like protein"
"AT3G03060",2.29566839261228,3.20577821057848,0.00478634400718819,1.32047114616318e-06,2.75072330159538,0.00239383223916718,"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT2G27630",2.16110303439484,3.33964409753751,0.00355567595135232,2.18079480425676e-07,2.75037356596618,0.00177794701541637,"Ubiquitin carboxyl-terminal hydrolase-related protein"
"AT3G12340",2.66376469926678,2.83669363677286,0.00116079080828497,0.000114580604948912,2.75022916801982,0.000637685706616941,"FKBP-like peptidyl-prolyl cis-trans isomerase family protein"
"AT3G21110",2.48329092566496,3.01627141245153,0.000117518577366879,1.06157968026456e-07,2.74978116905825,5.88123676674525e-05,"purin 7"
"AT2G44640",2.32324755740004,3.17448910928092,0.0291595801809849,0.000183972332214675,2.74886833334048,0.0146717762565998,"PTHR34954:SF2 - EXPRESSED PROTEIN (1 of 1)"
"AT1G28395",1.92361184451556,3.57318477029317,0.0428245299422,1.1952455734408e-07,2.74839830740436,0.0214123247333787,NA
"AT5G50090",2.81214264815858,2.68409545409881,0.0104050176857172,0.0077449147973066,2.7481190511287,0.00907496624151191,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 28)"
"AT5G18820",2.51316624629029,2.98128958909297,0.000649279472481982,4.49371524012162e-06,2.74722791769163,0.000326886593861052,"TCP-1/cpn60 chaperonin family protein"
"AT1G55205",1.89478240161766,3.5978005026923,0.0427252112229148,6.71696046219434e-08,2.74629145215498,0.0213626391962597,NA
"AT4G38150",2.35225467296112,3.13895896246402,0.0276487172144008,0.000284370777192117,2.74560681771257,0.0139665439957965,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT3G48830",2.50580785401873,2.9850333697539,2.10895272034142e-05,2.69175422469049e-08,2.74542061188632,1.05582223728306e-05,"polynucleotide adenylyltransferase family protein / RNA recognition motif (RRM)-containing protein"
"AT4G28450",2.32305718659864,3.166357209274,0.0061434682976752,4.60977678148022e-06,2.74470719793632,0.00307403903722834,"nucleotide binding;protein binding"
"AT2G22400",2.25932170061388,3.2294710026654,0.00707574200242793,1.53641188069904e-06,2.74439635163964,0.00353863920715432,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"AT4G12750",2.71996610797549,2.7669885734451,0.000302571336477683,6.07493077264128e-05,2.7434773407103,0.000181660322102048,"Homeodomain-like transcriptional regulator"
"AT3G29280",2.36120294959212,3.12427053969784,0.0491890481362596,0.00108848816486989,2.74273674464498,0.0251387681505647,NA
"AT3G19590",2.04360859410794,3.43410234622078,0.0306020285966227,1.06449565669372e-06,2.73885547016436,0.0153015465461397,"Transducin/WD40 repeat-like superfamily protein"
"AT1G14410",2.30619306416575,3.17073991610684,0.0101207088640681,1.37215595349508e-05,2.73846649013629,0.00506721521180151,"ssDNA-binding transcriptional regulator"
"AT3G48600",2.46376675032217,3.0114555681324,0.0222718746864831,0.00104476052097469,2.73761115922728,0.0116583176037289,"SWIB complex BAF60b domain-containing protein"
"AT4G09730",2.25090510010226,3.22365311807667,0.00904564268154071,3.03292305193315e-06,2.73727910908947,0.00452433780229632,"RH39"
"AT4G30990",2.39220508648218,3.08037719892947,0.00133735692770755,1.00777597483702e-06,2.73629114270583,0.000669182351841192,"ARM repeat superfamily protein"
"AT4G30840",2.22217890268565,3.24886945512564,0.0203740437292588,1.61629662015002e-05,2.73552417890565,0.0101951033477301,"Transducin/WD40 repeat-like superfamily protein"
"AT1G63780",2.23672388552159,3.2314117871735,0.0120733460219191,4.70319381853936e-06,2.73406783634754,0.00603902460786884,"Ribosomal RNA processing Brix domain protein"
"AT4G14050",2.77806024517964,2.68936782157242,6.83631307009784e-06,4.85784041773958e-06,2.73371403337603,5.84707674391871e-06,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT1G65030",2.56131685785699,2.90585696623422,0.000755135066692542,1.46576146542484e-05,2.7335869120456,0.000384896340673395,"Transducin/WD40 repeat-like superfamily protein"
"AT5G64420",2.54787968565598,2.91535177109079,0.000202696789477375,1.60276494753736e-06,2.73161572837339,0.000102149777212456,"DNA polymerase V family"
"AT5G26180",2.3583229780913,3.09721261087497,0.0194843108894732,0.000152703389213248,2.72776779448314,0.00981850713934322,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"AT3G24320",2.49575971254205,2.95648195351092,0.00279223684995817,4.2094078603942e-05,2.72612083302649,0.00141716546428106,"MUTL protein homolog 1"
"AT1G31010",2.84626756887608,2.60553617466845,3.13298271360001e-06,9.77610654086138e-06,2.72590187177226,6.4545446272307e-06,"organellar single-stranded DNA binding protein 4"
"AT2G26840",2.19348856217653,3.25721031536105,0.00123056348338295,1.08818226987282e-08,2.72534943876879,0.000615287182602824,NA
"AT2G21590",2.79927718318851,2.64844743793793,0.0408242558086329,0.0332802449061014,2.72386231056322,0.0370522503573672,"Glucose-1-phosphate adenylyltransferase family protein"
"AT2G37310",2.21748065820075,3.22500944810993,0.0034126170186623,2.9548235757145e-07,2.72124505315534,0.00170645625050993,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT1G17560",1.89228372753283,3.54946092621618,0.0181316433296117,1.51553657261905e-09,2.72087232687451,0.00906582242257412,"Ribosomal protein L14p/L23e family protein"
"AT4G14170",1.90877177115652,3.53286770249591,0.0446104486511751,2.02369446976461e-06,2.72081973682621,0.0223062361728224,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT5G45140",2.39451569662153,3.0396381781614,0.00243077354992892,4.92025567514242e-06,2.71707693739147,0.00121784690280203,"nuclear RNA polymerase C2"
"AT5G51590",2.53290833981093,2.89721186754046,0.00134528743660289,2.78952453048089e-05,2.71506010367569,0.00068659134095385,"AT hook motif DNA-binding family protein"
"AT1G60080",2.27929439894813,3.14879133171465,0.00165858249133274,1.73749329372638e-07,2.71404286533139,0.000829378120331057,"3'-5'-exoribonuclease family protein"
"AT4G32605",1.98287843033682,3.44512588653733,0.00319758770646375,3.01090691111647e-11,2.71400215843707,0.00159879386828641,"Mitochondrial glycoprotein family protein"
"AT2G34357",2.40105032274991,3.025505426173,0.00635591138414382,3.6484327429179e-05,2.71327787446145,0.0031961978557865,"ARM repeat superfamily protein"
"AT3G49190",2.0935739569962,3.33106139015562,0.000385755793901984,1.96308437710604e-11,2.71231767357591,0.000192877906766414,"O-acyltransferase (WSD1-like) family protein"
"AT1G16830",2.20271505664844,3.22151465613483,0.0157218282067123,1.42001117219999e-05,2.71211485639164,0.00786801415921715,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT1G31840",2.53155079863,2.88822491221723,0.000244537179945741,7.79587140932751e-06,2.70988785542361,0.000126166525677534,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT2G26760",2.30748722131123,3.11091175271969,0.0322910845548756,0.000284924589770935,2.70919948701546,0.0162880045723233,"Cyclin B1;4"
"AT2G38210",2.86754837176712,2.550294730846,8.97729238159699e-07,7.55503941918193e-06,2.70892155130656,4.22638432867081e-06,"putative PDX1-like protein 4"
"AT4G00250",2.24465447550732,3.1726193636297,0.00437218872909045,7.7947579585699e-07,2.70863691956851,0.00218648410244315,"DNA-binding storekeeper protein-related transcriptional regulator"
"AT2G18520",2.11146456493572,3.29685090889919,0.035900690263072,1.72288615544397e-05,2.70415773691745,0.0179589595623132,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT3G01410",2.24607158467947,3.16093953465433,0.000107746443747863,1.82948786393052e-10,2.7035055596669,5.38733133483247e-05,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
"AT3G66652",2.48426668996455,2.91926791077763,0.00257049986875456,4.49261903693872e-05,2.70176730037109,0.00130771302956197,"fip1 motif-containing protein"
"AT4G29510",2.33002182912174,3.07318448317165,0.000539438353711435,6.37190269555936e-08,2.70160315614669,0.000269751036369195,"arginine methyltransferase 11"
"AT2G37210",3.17955670145397,2.22192283944515,5.55300239598453e-14,2.16643406501233e-07,2.70073977044956,1.08321731015628e-07,"lysine decarboxylase family protein"
"AT2G37420",2.0329359025457,3.36810987828692,0.0213775991255871,4.51885523323878e-07,2.70052289041631,0.0106890255055552,"ATP binding microtubule motor family protein"
"AT3G59670",2.11624469721184,3.28239723088197,0.0194929745659217,2.24197314160905e-06,2.6993209640469,0.00974760826953166,NA
"AT2G16570",2.60005415511035,2.79810332005721,0.000208692933725056,1.01645359598955e-05,2.69907873758378,0.000109428734842476,"GLN phosphoribosyl pyrophosphate amidotransferase 1"
"AT5G22650",2.3557937664957,3.04139852545401,0.001446459380636,9.86978955994908e-07,2.69859614597485,0.000723723179795997,"histone deacetylase 2B"
"AT4G32720",2.44253244045267,2.95371703680248,0.000592579812194436,1.52597654142875e-06,2.69812473862757,0.000297052894367932,"La protein 1"
"AT2G44860",2.33781837156939,3.05806936027163,0.0043652584404898,6.4419746706178e-06,2.69794386592051,0.00218585020758021,"Ribosomal protein L24e family protein"
"AT5G43990",2.15032744783927,3.24554754629309,0.0345528876207795,3.16972844491841e-05,2.69793749706618,0.0172922924526143,"SET-domain containing protein lysine methyltransferase family protein"
"AT4G24710",2.16649906458371,3.22801630311459,0.00225132235216842,2.36613058857727e-08,2.69725768384915,0.00112567300673715,"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT1G34160",2.42963672030519,2.96471593809711,0.016326465454907,0.00048902824939559,2.69717632920115,0.00840774685215128,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT4G29170",2.16892842418549,3.22142919312676,0.00676733290992276,7.19509645076761e-07,2.69517880865612,0.00338402620978392,"Mnd1 family protein"
"AT2G47790",2.45328029579513,2.93458611364908,7.81528376459401e-05,8.82774385761927e-08,2.6939332047221,3.91205575422582e-05,"Transducin/WD40 repeat-like superfamily protein"
"AT2G36200",2.07736260692841,3.30877235042058,0.0174583015536935,6.97084390145858e-07,2.6930674786745,0.0087294993190418,"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT2G22070",2.33592250847,3.0500567339,0.0172751799775741,0.000247248833234649,2.692989621185,0.00876121440540438,"pentatricopeptide (PPR) repeat-containing protein"
"AT5G10150",2.51081815979571,2.86957071357818,0.0442381196034077,0.00972308449454898,2.69019443668694,0.0269806020489783,"Domain of unknown function (DUF966)"
"AT2G47230",2.52121162762696,2.85769920175885,1.84776035243291e-05,9.99161239115704e-08,2.68945541469291,9.28875982412036e-06,"DOMAIN OF UNKNOWN FUNCTION 724 6"
"AT3G17830",1.79876079101864,3.57405551659297,0.041604795913788,9.15265745709665e-09,2.6864081538058,0.0208024025332227,"Molecular chaperone Hsp40/DnaJ family protein"
"AT2G01730",2.5008706920246,2.87140178277633,5.16639465166832e-07,1.32456585398071e-09,2.68613623740047,2.58982015510406e-07,"cleavage and polyadenylation specificity factor 73 kDa subunit-II"
"AT3G04020",2.33408218109384,3.03618267812978,8.1479150106745e-05,5.48194637250329e-09,2.68513242961181,4.07423160265588e-05,"PF10615 - Protein of unknown function (DUF2470) (DUF2470)  (1 of 3)"
"AT1G73360",3.24670136470855,2.12330928341993,1.41207235807144e-05,0.00562777741146907,2.68500532406424,0.00282094906752489,"homeodomain GLABROUS 11"
"AT1G23280",2.32789370226948,3.0412897135894,0.0033183050318064,3.92371523268308e-06,2.68459170792944,0.00166111437351954,"MAK16 protein-related"
"AT3G06730",2.25643081883609,3.10970283240471,5.85251900172017e-06,2.58951278940183e-12,2.6830668256204,2.92626079561648e-06,"Thioredoxin z"
"AT4G00380",1.97268416401137,3.39090373455776,0.0426361426065398,1.54692942506481e-06,2.68179394928457,0.0213188447679824,"XH/XS domain-containing protein"
"AT4G39300",1.80631633003379,3.55543769349807,0.0485515123242897,1.54335154936214e-08,2.68087701176593,0.0242757638789026,NA
"AT1G36280",2.27417852179593,3.08473280848395,0.00375615649671847,1.73871156828582e-06,2.67945566513994,0.00187894760414338,"L-Aspartase-like family protein"
"AT3G12170",1.80814030340967,3.54948700854508,0.0202825120216161,8.60854611520431e-10,2.67881365597737,0.0101412564412354,"Chaperone DnaJ-domain superfamily protein"
"AT4G35370",2.61911090199094,2.7365582977387,0.0362404639042886,0.0142590672052451,2.67783459986482,0.0252497655547669,"Transducin/WD40 repeat-like superfamily protein"
"AT5G22100",2.43694346473579,2.91713925673968,0.00018073190404238,3.35318379256044e-07,2.67704136073774,9.0533611210818e-05,"RNA cyclase family protein"
"AT1G29270",2.16647745853331,3.18629916264475,0.0466882307240187,0.00015377488759555,2.67638831058903,0.0234210028058071,NA
"AT3G63130",1.93581649097572,3.41473756498492,0.0230379003179198,3.58304631180283e-08,2.67527702798032,0.0115189680741914,"RAN GTPase activating protein 1"
"AT5G14600",2.0581573722664,3.28812036009602,0.0072517859698718,3.97408259756469e-08,2.67313886618121,0.00362591285534889,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"AT4G28020",2.01744781620093,3.32631733399383,0.0348834693796592,4.22490382602308e-06,2.67188257509738,0.0174438471417426,"PTHR12818:SF0 - NEF-ASSOCIATED PROTEIN 1 (1 of 1)"
"AT3G49180",2.35260472426882,2.98899259008055,0.00159289139251602,2.24564268036071e-06,2.67079865717468,0.00079756851759819,"Transducin/WD40 repeat-like superfamily protein"
"AT2G37990",2.18814691182581,3.14927750021155,0.00333396625814599,1.51498471009422e-07,2.66871220601868,0.0016670588783085,"ribosome biogenesis regulatory protein (RRS1) family protein"
"AT3G08980",1.83549014232638,3.49707804634154,0.0310639988577849,1.85747399203148e-08,2.66628409433396,0.0155320087162624,"Peptidase S24/S26A/S26B/S26C family protein"
"AT3G58700",1.82443617784088,3.50631909920009,0.0449839157674583,2.1044277908939e-08,2.66537763852049,0.0224919684058681,"Ribosomal L5P family protein"
"AT5G38300",2.47349866576525,2.8571262655672,0.00543042947580611,0.000268278444008982,2.66531246566622,0.00284935395990755,NA
"AT1G79490",2.61728432606562,2.7127542093704,0.00112088054122159,0.000196093669640485,2.66501926771801,0.000658487105431038,"Pentatricopeptide repeat (PPR) superfamily protein"
"AT3G43920",2.65183379110648,2.67604585792193,0.00874661907486302,0.00327481947974751,2.66393982451421,0.00601071927730527,"dicer-like 3"
"AT5G23690",2.5305571849689,2.79646814487461,0.000124173889850961,2.81204498154974e-06,2.66351266492176,6.34929674162552e-05,"Polynucleotide adenylyltransferase family protein"
"AT1G80750",2.2030736637318,3.12287282126595,0.00315600022257454,2.27539923353532e-07,2.66297324249887,0.00157811388124895,"Ribosomal protein L30/L7 family protein"
"AT5G06210",2.05888961240087,3.26476020660644,0.0336944412182708,7.49515669126988e-06,2.66182490950366,0.016850968187481,"RNA binding (RRM/RBD/RNP motifs) family protein"
"AT3G04770",1.87893735274163,3.44463742545583,0.0436382769277934,1.38410591005974e-07,2.66178738909873,0.0218192076691922,"40s ribosomal protein SA B"
"AT5G14050",2.40266031176536,2.9200723846759,0.000686699781624713,1.72985129927197e-06,2.66136634822063,0.000344214816461992,"Transducin/WD40 repeat-like superfamily protein"
"AT2G27402",2.14282434985123,3.17647241715894,0.0158806558398637,1.3104935961878e-05,2.65964838350509,0.00794688038791279,"PTHR33271:SF7 - PLASTID TRANSCRIPTIONALLY ACTIVE 18 (1 of 3)"
"AT5G06360",1.94364909507357,3.37562256105375,0.0310446364001967,2.22520683970761e-07,2.65963582806366,0.0155224294604403,"Ribosomal protein S8e family protein"
"AT4G05410",2.2602275724992,3.05560303042033,0.0134588535874958,3.31380637145041e-05,2.65791530145977,0.00674599582560516,"Transducin/WD40 repeat-like superfamily protein"
"AT1G15910",1.94888662561549,3.3660972768566,0.0430430025795037,1.24174954727211e-06,2.65749195123605,0.0215221221645255,"XH/XS domain-containing protein"
"AT3G07770",2.47297383991637,2.83623183204348,0.000686699781624713,8.88086115169335e-06,2.65460283597992,0.000347790321388203,"HEAT SHOCK PROTEIN 89.1"
"AT1G29030",2.3292795949122,2.9774343422729,0.00079528661755422,5.00580595678832e-07,2.65335696859255,0.00039789359907495,"Apoptosis inhibitory protein 5 (API5)"
"AT5G14660",2.36677654007209,2.93992999254939,1.64844371368038e-05,3.93821725858813e-09,2.65335326631074,8.24418767703118e-06,"peptide deformylase 1B"
"AT5G57280",2.39083828963485,2.90822112373622,0.00080934531803992,2.34878673571789e-06,2.64952970668554,0.000405847052387819,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"AT2G17670",2.32586335243204,2.97239877065275,0.00257503550302453,5.61717607810258e-06,2.64913106154239,0.00129032633955132,"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT1G27410",2.26898881765346,3.02873062844896,0.0186663446258604,0.000131622165713007,2.64885972305121,0.00939898339578671,"DNA repair metallo-beta-lactamase family protein"
"AT1G03110",2.00070461408034,3.2950525387556,0.0340884259300981,2.29851760911102e-06,2.64787857641797,0.0170453622238536,"Transducin/WD40 repeat-like superfamily protein"
"AT4G32520",2.43448675693661,2.86051256664844,0.000219110914946137,7.55415928237649e-07,2.64749966179252,0.000109933165437187,"serine hydroxymethyltransferase 3"
"AT5G46920",2.40312875806384,2.88794306613999,0.00196899953789936,1.56250392664937e-05,2.64553591210191,0.000992312288582926,"Intron maturase, type II family protein"
"AT2G32440",2.08135570766268,3.2081774158054,0.00635591138414382,9.42737856142949e-08,2.64476656173404,0.00317800282896472,"ent-kaurenoic acid hydroxylase 2"
"AT1G50920",2.24271580663064,3.04125578089732,0.00531175648679479,3.28615592827654e-06,2.64198579376398,0.00265752132136153,"Nucleolar GTP-binding protein"
"AT2G03670",2.46872479648469,2.81450293724175,3.52428253697546e-05,1.96212490105611e-07,2.64161386686322,1.77195189299301e-05,"cell division cycle 48B"
"AT2G31150",2.28243813615091,2.99817725322405,0.0216321186298663,0.000217592851807392,2.64030769468748,0.0109248557408368,"ATP binding;ATPases, coupled to transmembrane movement of ions, phosphorylative mechanism"
"AT2G32230",2.17344082465914,3.10503078679782,0.0209098221012786,2.73573605772986e-05,2.63923580572848,0.010468589730928,"proteinaceous RNase P 1"
"AT1G69070",2.22845413509972,3.04997271909519,0.00679604842637713,4.66810853244137e-06,2.63921342709745,0.00340035826745479,"K14766 - nucleolar protein 14 (NOP14, UTP2)  (1 of 1)"
"AT5G48240",2.24263712863302,3.03244493213183,0.0030831358595145,1.11633135459791e-06,2.63754103038243,0.00154212609543455,"KOG2974 - Uncharacterized conserved protein (1 of 1)"
"AT5G46840",2.18081373487174,3.08971423430361,0.00360607451537825,3.16228871681093e-07,2.63526398458768,0.00180319537212496,"RNA-binding (RRM/RBD/RNP motifs) family protein"
"AT5G39790",2.12414440406755,3.14496879771359,0.0176066771658239,1.0186898994007e-05,2.63455660089057,0.00880843203240896,"5'-AMP-activated protein kinase-related"
